Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Peninsula Stripeless Snake,Coniophanes meridanus,July,2,0,15015,15015,research,,-89.3088065,21.2095518
,Geophis sanniolus sanniolus,August,5,2,6,6,research,open,-89.6303039562,21.1062151251
,Mastigodryas melanolomus melanolomus,August,3,0,180,180,research,,-89.7238571674,21.1224123781
,Geophis sanniolus sanniolus,August,6,0,205,205,research,,-89.0113203,20.0270674
Mexican Parrot Snake,Leptophis mexicanus,August,3,0,205,205,research,open,-89.0113203,20.0270674
Central American Indigo Snake,Drymarchon melanurus,August,6,0,852,852,research,open,-89.693326131,21.1294884897
Central American Boa,Boa imperator,August,4,0,12,12,research,open,-89.3907725463,20.2632863716
Salmon-bellied Racer,Mastigodryas melanolomus,August,1,0,16,16,research,,-89.4669421529,20.8039068125
,Geophis sartorii sartorii,August,4,0,?,? ,research,open,-89.677952,20.476933
Yucatecan Worm Snake,Amerotyphlops microstomus,August,5,1,344,344,research,open,-89.648270197,21.0702875513
,Pseudelaphe,August,6,0,830,830,needs_id,open,-89.7153171728,21.127536183
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,August,2,0,258,258,research,open,-88.550501726,20.6614714977
Pygmy Snail Sucker,Geophis sanniolus,December,3,0,3,3,research,open,-89.9103,20.54896
Central American Boa,Boa imperator,December,4,0,200,200,research,open,-90.3635672872,20.9419297988
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,December,2,0,3,3,research,open,-90.3708,20.94394
Mexican Parrot Snake,Leptophis mexicanus,August,2,1,100,100,research,open,-89.5637086128,21.0509877932
,Mastigodryas melanolomus melanolomus,August,2,0,61,61,research,,-89.6847009659,21.1290603655
Central American Boa,Boa imperator,August,4,0,830,830,research,open,-89.7375042338,21.1255348687
Yucatan Rat Snake,Pseudelaphe phaescens,August,3,3,488,488,research,open,-89.6448326653,21.1345444145
Yucatán Hognose Viper,Porthidium yucatanicum,July,9,1,388,388,research,open,-89.6523197,20.1781739
Yucatán Hognose Viper,Porthidium yucatanicum,July,5,0,388,388,research,open,-89.6523197,20.1781739
Yucatán Hognose Viper,Porthidium yucatanicum,July,5,0,388,388,research,open,-89.6523197,20.1781739
Yucatán Hognose Viper,Porthidium yucatanicum,July,5,0,388,388,research,open,-89.6523197,20.1781739
Yucatán Hognose Viper,Porthidium yucatanicum,July,6,0,388,388,research,open,-89.6523197,20.1781739
Green Vine Snake,Oxybelis fulgidus,July,4,0,61,61,research,open,-89.6880269049,21.1294406516
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,July,3,0,488,30415,research,obscured,-89.6643449882,21.0966336714
Central American Boa,Boa imperator,July,4,0,830,830,research,open,-89.6626599239,21.1288174626
Brahminy Blindsnake,Indotyphlops braminus,July,2,0,12,12,research,,-90.0469137511,21.1639037383
Central American Boa,Boa imperator,July,7,4,5,30490,research,open,-89.6199113866,20.3125880467
Speckled Racer,Drymobius margaritiferus,July,3,0,1376,1376,research,open,-89.310447312,21.2100527272
Rainforest Cat-eyed Snake,Leptodeira frenata,July,3,0,2752,2752,research,open,-89.308105409,21.2087355739
Yucatan Rat Snake,Pseudelaphe phaescens,July,4,0,2752,2752,research,open,-89.3097485974,21.2105100085
Mexican Parrot Snake,Leptophis mexicanus,July,3,0,2276,2276,research,open,-89.7683833,20.3599062
(Northern) Speckled Racer,Drymobius margaritiferus margaritiferus,July,3,0,193,193,research,open,-89.7348153524,21.124646966
Peninsula Stripeless Snake,Coniophanes meridanus,July,2,0,22014,22014,research,,-89.618824571,20.9725134405
Yucatán Hognose Viper,Porthidium yucatanicum,July,8,0,15677,15677,research,open,-89.2721557617,20.2029236275
Mexican Cantil,Agkistrodon bilineatus,October,5,1,15131,30415,casual,obscured,-89.5894975169,21.1307228385
,Mastigodryas melanolomus melanolomus,July,1,0,278,278,research,,-89.653819385,21.1301782362
,Mastigodryas melanolomus melanolomus,July,0,0,205,205,casual,,-89.7810571,21.1313324
Chicken Snake,Spilotes pullatus,July,2,0,205,205,casual,open,-89.7810571,21.1313324
,Micrurus diastema alienus,July,3,0,61,61,research,open,-89.7173488139,21.1255977144
,Mastigodryas melanolomus melanolomus,July,1,0,488,488,research,,-89.6494674683,21.1312620091
Rainforest Cat-eyed Snake,Leptodeira frenata,Unknown,3,0,2523,2523,research,open,-89.45058,20.812694
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,July,3,0,122,122,research,open,-89.6879196167,21.129660817
Variable Coralsnake,Micrurus diastema,June,5,0,?,? ,research,open,-89.4820333333,20.3082916667
Yucatecan Dwarf Short-tail Snake,Tantillita canula,January,1,0,20189,20189,research,,-89.4811653,21.1529492
Brahminy Blindsnake,Indotyphlops braminus,January,2,0,20189,20189,research,,-89.4811653,21.1529492
Blood Snake,Stenorrhina freminvillei,January,1,0,20189,20189,research,,-89.4811653,21.1529492
,Mastigodryas melanolomus melanolomus,April,1,0,3906,3906,research,,-88.7475585938,20.7458402389
,Mastigodryas melanolomus melanolomus,September,1,0,205,205,research,,-89.788223963,21.1300114188
Faded Black-striped Snake,Coniophanes schmidti,June,1,0,122,122,research,,-89.7382164001,21.1257378233
Green Rat Snake,Senticolis triaspis,June,3,0,4,4,research,open,-89.71293146,20.71176499
Central American Boa,Boa imperator,June,5,0,5,5,research,open,-89.53934688,20.6229584
Central American Boa,Boa imperator,June,5,0,3,3,research,open,-89.71192247,20.70398356
Central American Boa,Boa imperator,June,5,0,7,7,research,open,-89.71522977,20.66175674
Central American Boa,Boa imperator,June,5,0,8,8,research,open,-89.69140628,20.64713218
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,June,4,0,7,7,research,open,-89.64976886,20.63218861
Central American Boa,Boa imperator,June,6,0,9,9,research,open,-89.60318491,20.64035442
Central American Milksnake,Lampropeltis abnorma,June,5,0,7,7,research,open,-89.59652818,20.62150843
Blood Snake,Stenorrhina freminvillei,December,2,0,31,31,research,,-89.7405767441,21.1262782418
Blood Snake,Stenorrhina freminvillei,November,2,0,61,61,research,,-89.6925544739,21.129660817
Central American Boa,Boa imperator,June,4,0,122,122,research,open,-89.7457695007,21.1278194247
Central American Indigo Snake,Drymarchon melanurus,February,4,0,244,244,research,open,-89.7043991089,21.1312620091
Blood Snake,Stenorrhina freminvillei,January,1,0,244,244,research,,-89.6862030029,21.129180456
Blood Snake,Stenorrhina freminvillei,January,1,0,244,244,research,,-89.7395896912,21.1264583809
Central American Boa,Boa imperator,January,3,0,244,244,research,open,-89.7485160828,21.1285399723
,Mastigodryas melanolomus melanolomus,September,1,0,122,122,research,,-89.6911811829,21.1293405765
Central American Indigo Snake,Drymarchon melanurus,June,3,0,244,244,research,open,-89.6978759766,21.1301411765
Central American Boa,Boa imperator,June,4,0,99,99,research,open,-89.7427399394,21.1265756731
Central American Boa,Boa imperator,September,3,0,91,91,research,open,-89.7406799974,21.1259351729
Chicken Snake,Spilotes pullatus,June,4,0,61,61,research,open,-89.6804523466,21.1285399721
Green Vine Snake,Oxybelis fulgidus,June,2,0,31,31,research,open,-89.6783494945,21.1284599117
Yucatán White-lipped Snake,Symphimus mayae,June,2,0,8,8,research,open,-88.92335607,20.42772654
Central American Boa,Boa imperator,June,4,0,?,? ,research,open,-90.3835601807,20.857624054
Blotched Hooknose Snake,Ficimia publia,Unknown,2,0,205,205,research,open,-89.7814647955,21.1312723555
Central American Tree Snake,Imantodes gemmistratus,June,5,2,5,5,research,open,-88.46426862,20.43318653
Rainforest Cat-eyed Snake,Leptodeira frenata,June,3,0,7,7,research,open,-88.4756349,20.39086109
Faded Black-striped Snake,Coniophanes schmidti,June,2,0,8,8,research,,-88.50687701,20.30637223
Blood Snake,Stenorrhina freminvillei,June,3,0,4,4,research,,-88.74972694,20.11148469
Variable Coralsnake,Micrurus diastema,June,3,0,9,9,research,open,-88.51106211,20.30126145
Variable Coralsnake,Micrurus diastema,June,4,0,10,10,research,open,-88.49944293,20.60894138
Central American Boa,Boa imperator,June,4,0,11,11,research,open,-88.81262274,20.69049317
Yucatán White-lipped Snake,Symphimus mayae,June,2,0,258,258,research,open,-88.9171824977,20.4958393138
Salmon-bellied Racer,Mastigodryas melanolomus,June,2,0,5,5,research,,-88.61875091,20.86392496
Central American Boa,Boa imperator,June,5,0,7,7,research,open,-88.53326937,20.8400893
Snail-eating Thirst Snake,Dipsas brevifacies,June,4,1,6,6,research,open,-88.49465309,20.62361499
Central American Boa,Boa imperator,June,5,0,?,? ,research,open,-89.1586074829,21.0077781677
Green Vine Snake,Oxybelis fulgidus,June,3,0,8,8,research,open,-88.66422601,20.54467725
,Geophis sartorii sartorii,June,3,0,5,5,research,open,-88.70277988,20.51785727
Variable Coralsnake,Micrurus diastema,June,3,0,6,6,research,open,-89.2795324,21.13229527
,Mastigodryas melanolomus melanolomus,June,1,0,15,15,research,,-89.7206318378,21.1224152066
Central American Boa,Boa imperator,June,6,2,3,3,research,open,-89.02435317,20.79336478
Green Rat Snake,Senticolis triaspis,June,3,0,9,9,research,open,-88.664363,20.7051251
Central American Boa,Boa imperator,June,7,1,29,29,research,open,-90.3462566053,20.9038702683
Chicken Snake,Spilotes pullatus,March,5,1,205,205,research,open,-89.0252248715,20.0143256709
,Geophis sartorii sartorii,March,1,0,15,15,research,open,-89.0253388882,20.0166011219
Variable Coralsnake,Micrurus diastema,June,5,1,205,205,research,open,-89.607601238,20.8741208146
Central American Milksnake,Lampropeltis abnorma,March,4,0,205,205,research,open,-89.0236799191,20.0154547265
,Geophis sartorii sartorii,March,1,0,205,205,research,open,-89.0236799191,20.0154547265
Central American Boa,Boa imperator,March,3,0,205,205,research,open,-89.0236799191,20.0154547265
,Leptodeira frenata yucatanensis,March,2,0,205,205,research,open,-89.0236799191,20.0154547265
Yucatán Green Ratsnake,Senticolis triaspis triaspis,March,4,0,205,205,research,open,-89.0236799191,20.0154547265
Terrestrial Snail Sucker,Geophis sartorii,June,3,0,1376,1376,research,open,-89.309629574,21.2100896098
Snail-eating Thirst Snake,Dipsas brevifacies,August,2,0,31,31,research,open,-89.5581865311,20.0842283578
,Ninia sebae sebae,August,3,0,31,31,research,open,-89.5580792427,20.084308969
,Mastigodryas melanolomus melanolomus,August,1,0,31,31,research,,-89.5582294464,20.0843291218
,Mastigodryas melanolomus melanolomus,August,1,0,31,31,research,,-89.558057785,20.0842283578
Rainforest Cat-eyed Snake,Leptodeira frenata,August,2,0,31,31,research,open,-89.5581007004,20.084308969
Central American Milksnake,Lampropeltis abnorma,August,3,0,31,31,research,open,-89.5581865311,20.0841275937
,Mastigodryas melanolomus melanolomus,August,1,0,31,31,research,,-89.5582723618,20.0841880522
Faded Black-striped Snake,Coniophanes schmidti,August,2,0,31,31,research,,-89.5582938194,20.0840268296
,Mastigodryas melanolomus melanolomus,June,1,0,235,235,research,open,-89.0518951431,20.9399401596
Mexican Parrot Snake,Leptophis mexicanus,June,3,0,344,344,research,open,-89.730102382,21.1247495527
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,June,1,0,50,50,research,open,-89.7278912249,21.1223723689
Yucatan Rat Snake,Pseudelaphe phaescens,June,2,0,434,434,research,open,-89.6449605372,21.1329310455
Central American Boa,Boa imperator,September,4,0,546,546,research,open,-89.7598280636,20.9957510202
Central American Boa,Boa imperator,April,0,0,205,205,casual,open,-89.7810571,21.1313324
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,June,8,0,205,30434,research,obscured,-89.362780794,20.8991691737
Road Guarder,Conophis lineatus,October,2,0,1953,1953,research,open,-89.4548034668,20.862661601
Salmon-bellied Racer,Mastigodryas melanolomus,October,1,0,1953,1953,research,,-89.4548034668,20.862661601
Snail-eating Thirst Snake,Dipsas brevifacies,May,3,0,172,172,research,open,-89.6320367977,21.1073718038
Green Vine Snake,Oxybelis fulgidus,May,3,0,?,? ,research,open,-89.8394383333,21.03435
Snail-eating Thirst Snake,Dipsas brevifacies,February,3,0,2,2,research,open,-89.642438739,20.8608829684
Green Vine Snake,Oxybelis fulgidus,October,4,0,8,8,casual,open,-89.6408736706,20.8608304972
Faded Black-striped Snake,Coniophanes schmidti,December,2,1,2,2,research,open,-89.6430623531,20.8600646316
Red Coffee Snake,Ninia sebae,May,6,1,7921,7921,research,open,-89.643109,20.860728
Central American Indigo Snake,Drymarchon melanurus,May,1,0,2500,2500,research,,-89.393793,21.0032395
Central American Boa,Boa imperator,April,5,0,?,? ,research,open,-90.2379679426,20.9953390423
Terrestrial Snail Sucker,Geophis sartorii,Unknown,1,0,200,200,research,open,-88.8984060281,21.3773987635
Green Rat Snake,Senticolis triaspis,April,4,0,2096,2096,research,open,-89.4202008117,20.3018545583
Western Ribbon Snake,Thamnophis proximus,February,1,0,48,48,research,open,-89.6441245079,21.2767122093
Central American Boa,Boa imperator,March,4,0,11007,11007,research,open,-89.8282192647,21.234319188
Central American Milksnake,Lampropeltis abnorma,October,6,1,1953,1953,research,open,-89.6580505371,20.851111875
Yucatecan Cantil,Agkistrodon russeolus,October,6,1,977,977,research,,-89.5804595947,20.8427698547
Rainforest Cat-eyed Snake,Leptodeira frenata,October,4,0,977,977,research,open,-89.8173522949,21.097313035
Central American Indigo Snake,Drymarchon melanurus,October,3,0,122,122,research,open,-89.8190689087,21.0986743462
Yucatecan Cantil,Agkistrodon russeolus,October,5,0,7813,7813,research,,-89.7006225586,21.0691230834
Blood Snake,Stenorrhina freminvillei,March,3,0,5738,5738,research,open,-89.6267167234,21.1028207636
Central American Boa,Boa imperator,March,8,0,8,8,research,open,-89.53446093,20.98401209
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,February,7,0,?,30490,research,obscured,-89.4165694624,20.25178475
Red Coffee Snake,Ninia sebae,November,6,1,1258,1258,research,open,-89.4846279546,20.372680144
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,February,7,0,1540,30415,research,obscured,-89.7661360198,21.1077708284
Rainforest Cat-eyed Snake,Leptodeira frenata,February,6,1,1121,1121,research,open,-89.6229626,21.1032948443
Central American Boa,Boa imperator,February,6,0,5002,5002,research,open,-89.6278156338,21.100750174
Pygmy Snail Sucker,Geophis sanniolus,Unknown,3,0,123,123,research,open,-89.659359,21.070445
Central American Milksnake,Lampropeltis abnorma,Unknown,3,0,1991,1991,research,open,-88.752708,20.43216
Blood Snake,Stenorrhina freminvillei,November,2,0,?,? ,research,,-88.5712233333,20.68271
Yucatán Hognose Viper,Porthidium yucatanicum,November,11,0,66042,66042,research,open,-89.541719444,20.0870065864
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,8,1,16511,30508,research,obscured,-89.4302649468,20.1359294558
Yucatecan Cantil,Agkistrodon russeolus,January,7,0,693,693,research,,-89.5102056,20.8112512
Two-spotted Snake,Coniophanes bipunctatus,December,3,0,?,? ,research,open,-89.6442766667,21.2760983333
Road Guarder,Conophis lineatus,Unknown,5,0,248,248,research,,-89.663501,21.032516
Blood Snake,Stenorrhina freminvillei,January,4,0,966,966,research,open,-89.6279558342,21.1108938726
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,Unknown,9,1,991,30415,research,obscured,-88.7722844531,21.0966036274
,Epictia vindumi,December,2,0,1225,1225,research,,-88.8948957662,21.3851271064
Terrestrial Snail Sucker,Geophis sartorii,December,4,0,2033,2033,research,open,-90.3972052,20.8593042
Road Guarder,Conophis lineatus,October,3,0,1225,1225,research,,-88.8929216603,21.3892030353
Brahminy Blindsnake,Indotyphlops braminus,Unknown,2,0,123,123,research,,-89.620521,21.030914
Road Guarder,Conophis lineatus,Unknown,4,0,30,30,research,open,-90.023609,21.167054
Salmon-bellied Racer,Mastigodryas melanolomus,Unknown,2,0,8003,8003,research,open,-89.825592,19.836476
Central American Boa,Boa imperator,Unknown,4,0,124,124,research,open,-88.763244,20.442053
Pygmy Snail Sucker,Geophis sanniolus,December,3,0,5927,5927,research,open,-89.6090343848,21.1042367963
Variable Coralsnake,Micrurus diastema,December,4,0,500,500,research,open,-89.6328959425,21.1045177178
Black-striped Snake,Coniophanes imperialis,November,3,0,5,5,research,open,-89.6244580486,20.9761978314
Yucatecan Worm Snake,Amerotyphlops microstomus,November,5,0,522,522,research,open,-89.6120407704,21.1033977333
Central American Ribbon Snake,Thamnophis proximus rutiloris,July,1,0,977,977,research,open,-90.3985977173,20.7618924882
Road Guarder,Conophis lineatus,October,4,0,1376,1376,research,,-89.643661156,21.0656196129
Central American Boa,Boa imperator,October,8,0,344,344,research,open,-89.6322728321,20.9538013237
Snail-eating Thirst Snake,Dipsas brevifacies,October,5,0,106,106,research,open,-89.6190729241,20.8691744679
Central American Boa,Boa imperator,August,7,0,101096,101096,research,open,-89.5069023376,21.000023763
Variable Coralsnake,Micrurus diastema,September,6,0,22605,22605,research,open,-89.6463773492,21.0894977727
Rainforest Cat-eyed Snake,Leptodeira frenata,September,3,0,122,122,research,open,-88.8908958435,21.383552899
Road Guarder,Conophis lineatus,September,2,0,488,488,research,,-88.8725280762,21.3613328554
Yucatán Hognose Viper,Porthidium yucatanicum,September,10,0,6,6,research,open,-89.6574029217,20.4640942719
Yucatecan Cantil,Agkistrodon russeolus,July,8,0,122,122,research,,-88.8911533356,21.3833930546
Central American Indigo Snake,Drymarchon melanurus,July,3,0,558,558,research,open,-89.6216334,20.8653071
Salmon-bellied Racer,Mastigodryas melanolomus,June,2,0,558,558,research,,-89.6216334,20.8653071
Road Guarder,Conophis lineatus,March,3,0,2735,2735,research,open,-90.024487,21.166757
Faded Black-striped Snake,Coniophanes schmidti,May,3,0,1213,1213,research,,-89.4677777,20.2272222
Speckled Racer,Drymobius margaritiferus,June,3,0,?,? ,research,open,-89.0113203,20.0270674
