Common Name,Scientific Name,Month observed at,Identification Agreements,Comments,Internal Positional Accuracy,Public Positional Accuracy,Quality Grade,Geoprivacy,Latitude,Longitude
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,December,7,0,?,30415,research,obscured,-89.8334406603,21.029839185
Green Rat Snake,Senticolis triaspis,December,7,0,30,30,research,open,-89.582956396,20.9304776414
Green Rat Snake,Senticolis triaspis,December,6,0,27,27,research,open,-89.6597011015,21.0022885741
Mexican Parrot Snake,Leptophis mexicanus,January,5,0,4,4,research,open,-89.5619735332,20.8126487007
Central American Boa,Boa imperator,December,9,0,?,? ,research,open,-89.6262949722,20.972235
Salmon-bellied Racer,Mastigodryas melanolomus,December,3,0,631,631,research,open,-89.6267308965,21.0920672341
Peninsula Stripeless Snake,Coniophanes meridanus,Unknown,5,0,1447,30472,research,open,-89.5744765507,20.4225048116
Salmon-bellied Racer,Mastigodryas melanolomus,Unknown,3,0,1447,30472,research,open,-89.4123804196,20.4338197235
Central American Boa,Boa imperator,August,8,0,11,11,research,open,-89.6708805487,20.9769044233
Yucatán Hognose Viper,Porthidium yucatanicum,January,8,0,4,4,research,open,-89.5513603091,20.0896015075
Blood Snake,Stenorrhina freminvillei,December,3,0,9,9,research,open,-89.6702183333,20.9791616667
Blood Snake,Stenorrhina freminvillei,Unknown,2,1,10648,10648,casual,open,-89.8875597864,20.9973233339
Yucatecan Cantil,Agkistrodon russeolus,December,11,2,218,218,research,,-89.3329470232,21.1428435546
Green Rat Snake,Senticolis triaspis,Unknown,6,0,680,680,research,open,-89.651639,21.003213
Salmon-bellied Racer,Mastigodryas melanolomus,December,2,0,520,30490,research,open,-89.5027397042,20.2530259896
,Leptodeira frenata yucatanensis,November,8,0,8,8,research,open,-89.5536929538,21.0948108485
Central American Boa,Boa imperator,December,6,0,270,270,research,open,-89.5621831455,21.0869282112
Salmon-bellied Racer,Mastigodryas melanolomus,December,3,0,257,30415,research,open,-89.6491467277,21.1813305427
Yucatecan Worm Snake,Amerotyphlops microstomus,November,6,0,11,11,research,open,-89.6523324028,21.0835403189
Yucatecan Cantil,Agkistrodon russeolus,December,10,0,4,4,research,,-89.6435518563,21.1278234903
,Epictia vindumi,December,6,0,41,41,research,,-89.5813423768,20.9162328965
Central American Milksnake,Lampropeltis abnorma,December,7,0,237,237,research,open,-89.665514119,21.0755710304
Green Vine Snake,Oxybelis fulgidus,December,6,0,?,? ,research,open,-89.1858333333,20.8672222222
Green Vine Snake,Oxybelis fulgidus,December,5,0,1086,1086,research,open,-89.328157939,20.8816830026
Central American Boa,Boa imperator,December,9,0,6,6,research,open,-89.61164667,21.1011695
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,December,10,0,22,30415,research,obscured,-89.5482569717,21.1564144179
Salmon-bellied Racer,Mastigodryas melanolomus,December,7,0,59,59,research,open,-89.5958616365,21.1110085483
Central American Boa,Boa imperator,November,10,0,?,? ,research,open,-88.7826383333,20.7617966667
Central American Boa,Boa imperator,August,6,0,44,30415,research,open,-89.6983633502,21.0708925711
Red Coffee Snake,Ninia sebae,November,6,0,8,8,research,open,-89.652405,21.08357783
Central American Boa,Boa imperator,December,5,0,193,193,research,open,-89.5582471406,21.0421253546
Yucatecan Dwarf Short-tail Snake,Tantillita canula,October,6,0,43,43,research,open,-89.5696685856,20.9921391211
Central American Boa,Boa imperator,December,10,0,25,25,research,open,-89.6558618546,21.0834452181
Peninsula Stripeless Snake,Coniophanes meridanus,December,6,0,?,? ,research,open,-89.6033539722,21.1089689722
Central American Boa,Boa imperator,November,9,1,15,15,research,open,-89.3157003673,21.1311824815
,Conophis lineatus concolor,July,3,0,31,31,research,open,-89.5692833714,21.2396167194
,Epictia vindumi,December,3,0,1,1,research,,-89.5773846605,20.9149809236
,Epictia vindumi,December,4,0,2,2,research,,-89.577359105,20.9149752495
Yucatecan Cantil,Agkistrodon russeolus,July,10,0,28,28,research,,-89.5644305915,21.2291392847
Yucatecan Worm Snake,Amerotyphlops microstomus,June,4,0,5,5,research,open,-89.5970177189,21.2807452796
Green Vine Snake,Oxybelis fulgidus,December,4,0,338,30490,research,open,-89.4156947195,20.3419982859
Faded Black-striped Snake,Coniophanes schmidti,December,5,0,805,805,research,open,-89.6801361814,20.8552209897
Central American Boa,Boa imperator,November,8,0,128,30415,research,open,-89.6319674444,21.1847768628
Blood Snake,Stenorrhina freminvillei,November,5,0,15,15,research,open,-89.6212299218,20.8692832111
,Conophis lineatus concolor,November,4,0,15,15,research,open,-89.6704453057,21.0724630914
Yucatecan Cantil,Agkistrodon russeolus,November,10,0,4,30415,research,,-89.4859687145,21.0814789992
Green Vine Snake,Oxybelis fulgidus,November,8,0,31,31,research,open,-89.6699794822,21.0336981845
Central American Boa,Boa imperator,November,6,0,58,58,research,open,-89.6212376095,21.0933703284
Blood Snake,Stenorrhina freminvillei,November,8,0,64,64,research,open,-89.61625,21.0979055
Blood Snake,Stenorrhina freminvillei,November,5,0,177,177,research,open,-89.6653673,20.9826591
,Conophis lineatus concolor,Unknown,5,0,?,? ,casual,open,-89.563513,20.990015
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,Unknown,14,0,1781,30527,research,obscured,-88.8829090842,19.9762714754
Central American Boa,Boa imperator,November,8,0,?,? ,research,open,-89.8892288206,20.6112747192
Peninsula Stripeless Snake,Coniophanes meridanus,November,7,0,45,45,research,open,-89.629127942,20.9336053789
Central American Boa,Boa imperator,November,9,0,50,50,research,open,-89.6183079109,20.9234199507
Blood Snake,Stenorrhina freminvillei,November,4,0,19,19,research,open,-89.2722083333,21.2063366667
Yucatán Hognose Viper,Porthidium yucatanicum,November,11,0,?,30453,research,open,-88.8959041932,20.6509162573
Pygmy Snail Sucker,Geophis sanniolus,March,5,0,6505,6505,research,open,-89.2365440726,20.1301753654
Central American Boa,Boa imperator,November,8,0,?,? ,research,open,-89.685416,20.9997259722
Central American Indigo Snake,Drymarchon melanurus,November,10,0,71,71,research,open,-89.5745399594,21.03310893
Central American Boa,Boa imperator,November,8,0,88,88,research,open,-89.0237686224,21.2545315918
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,14,0,285,30415,research,obscured,-89.7269072878,21.0992353967
,Geophis sartorii sartorii,November,4,0,?,? ,research,open,-89.709573,20.986966
Salmon-bellied Racer,Mastigodryas melanolomus,April,5,4,9,9,research,open,-89.5619912446,20.8127699797
Blood Snake,Stenorrhina freminvillei,November,7,0,?,? ,research,open,-89.2613419722,21.3333879722
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,10,0,?,30396,research,obscured,-89.3654586087,21.2887317286
,Geophis sartorii sartorii,November,5,0,?,? ,research,open,-89.3941259722,21.122415
Blood Snake,Stenorrhina freminvillei,November,4,0,?,30472,research,open,-89.4183347337,20.4687298385
Blood Snake,Stenorrhina freminvillei,November,2,0,?,30490,research,open,-89.4311528207,20.3951180247
Green Vine Snake,Oxybelis fulgidus,Unknown,6,0,?,? ,research,open,-89.624532,20.86156
Peninsula Stripeless Snake,Coniophanes meridanus,November,5,2,8017,8017,research,open,-89.6329273602,20.9778420378
Peninsula Stripeless Snake,Coniophanes meridanus,November,2,2,7626,7626,research,open,-89.6243438134,20.9746409099
Peninsula Stripeless Snake,Coniophanes meridanus,November,2,1,9546,9546,research,open,-89.623314323,20.9837978811
Green Rat Snake,Senticolis triaspis,November,7,0,32,32,research,open,-89.6186174801,21.044417907
Central American Boa,Boa imperator,Unknown,2,0,14314,14314,casual,open,-89.5925858617,20.9673424592
Snail-eating Thirst Snake,Dipsas brevifacies,November,7,0,156,156,research,open,-89.6425577626,21.0495748042
Peninsula Stripeless Snake,Coniophanes meridanus,November,7,2,26,26,research,open,-89.6283953637,20.9493955723
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,12,0,29,30415,research,obscured,-89.5433604548,21.1313054026
Pygmy Snail Sucker,Geophis sanniolus,November,6,0,?,? ,research,open,-89.681904,21.028789
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,November,13,0,6,30415,research,obscured,-89.6693257273,21.1459024076
Central American Boa,Boa imperator,November,7,0,?,? ,research,open,-89.6950329722,21.255296
Central American Boa,Boa imperator,November,7,0,?,? ,research,open,-89.024636,20.797985
Blood Snake,Stenorrhina freminvillei,November,6,0,?,? ,research,open,-88.458911,20.6038269722
Faded Black-striped Snake,Coniophanes schmidti,November,7,0,22,22,research,open,-89.6327440866,21.0908668921
Mexican Parrot Snake,Leptophis mexicanus,November,6,0,142,142,research,open,-89.5866766637,21.0408640203
Red Coffee Snake,Ninia sebae,November,8,0,65,65,research,open,-89.617769801,21.0992411412
Variable Coralsnake,Micrurus diastema,March,7,0,?,? ,research,open,-89.622609,20.864335
Green Vine Snake,Oxybelis fulgidus,November,5,0,?,30490,research,open,-89.4321141835,20.3310160863
Red Coffee Snake,Ninia sebae,November,5,0,?,30490,research,open,-89.4763145283,20.2343874924
Red Coffee Snake,Ninia sebae,November,5,0,92,30490,research,open,-89.5849501533,20.202672336
Variable Coralsnake,Micrurus diastema,November,8,0,65,65,research,open,-89.6179649395,21.0447659568
Central American Milksnake,Lampropeltis abnorma,November,5,0,1355,30490,research,open,-89.4182277227,20.3349568542
Green Vine Snake,Oxybelis fulgidus,November,6,0,11,11,research,open,-89.6396653354,20.8900332004
Pygmy Snail Sucker,Geophis sanniolus,October,1,0,738,738,research,open,-90.0099499896,20.8907154296
,Conophis lineatus concolor,October,6,0,15,15,research,open,-89.6181234588,20.8948746936
Central American Boa,Boa imperator,October,7,0,42,42,research,open,-89.5860023797,21.0638850547
Central American Boa,Boa imperator,October,5,0,?,? ,research,open,-89.5318366667,20.3781266667
Blood Snake,Stenorrhina freminvillei,October,7,0,48,48,research,open,-89.6183243394,20.8932310056
Peninsula Stripeless Snake,Coniophanes meridanus,October,7,2,96,96,research,open,-89.76196333,20.66938
Rainforest Cat-eyed Snake,Leptodeira frenata,October,5,0,1648,1648,research,open,-89.2383227125,19.897463137
Central American Milksnake,Lampropeltis abnorma,September,4,0,15,30434,research,open,-89.0007853245,20.8397938681
Colubrid Snakes,Colubridae,October,0,0,1535,1535,needs_id,,-89.0081646,20.5971484
Central American Boa,Boa imperator,October,7,0,42,42,research,open,-89.533338882,21.1252205458
Central American Boa,Boa imperator,October,7,0,?,? ,research,open,-89.527051,21.3096519722
Mexican Parrot Snake,Leptophis mexicanus,October,6,0,?,? ,research,open,-89.574646,21.2515709722
Blood Snake,Stenorrhina freminvillei,October,3,0,?,? ,research,open,-89.533482,21.1677719722
Salmon-bellied Racer,Mastigodryas melanolomus,October,4,0,?,? ,research,open,-89.9123009722,20.963162
Snail-eating Thirst Snake,Dipsas brevifacies,October,5,0,?,? ,research,open,-89.987037,20.9023329722
Central American Boa,Boa imperator,October,6,0,?,? ,research,open,-90.105204,20.8661269722
Green Rat Snake,Senticolis triaspis,October,8,0,39,39,research,open,-89.6344598383,20.9378005404
Brahminy Blindsnake,Indotyphlops braminus,October,2,0,790,790,research,,-89.6467743835,21.036940583
Rainforest Cat-eyed Snake,Leptodeira frenata,March,5,0,254,254,research,open,-89.0201816708,20.016468182
Blood Snake,Stenorrhina freminvillei,October,6,0,19,19,research,open,-88.3110991493,21.0045618934
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,10,1,778,30490,research,obscured,-90.0611941522,20.2687419566
Central American Boa,Boa imperator,October,8,0,197,197,research,open,-89.7791807972,21.1257492728
Central American Boa,Boa imperator,October,8,0,393,393,research,open,-89.618131933,21.0939209667
Central American Boa,Boa imperator,October,8,0,65,65,research,open,-89.66889167,21.06134717
Green Rat Snake,Senticolis triaspis,October,6,1,16,16,research,open,-89.6348370239,20.9533620381
Snail-eating Thirst Snake,Dipsas brevifacies,December,7,0,48,48,research,open,-88.3110428229,21.0047756706
Variable Coralsnake,Micrurus diastema,Unknown,4,0,20,20,research,open,-88.3109375462,21.0046285619
Variable Coralsnake,Micrurus diastema,Unknown,8,0,43,43,research,open,-88.3107682317,21.0046545407
Green Vine Snake,Oxybelis fulgidus,Unknown,6,0,247,247,research,open,-88.3059137687,21.0069625661
Blood Snake,Stenorrhina freminvillei,October,5,0,?,? ,research,open,-89.613202,21.104063
Speckled Racer,Drymobius margaritiferus,October,9,0,20,20,research,open,-89.61274667,21.1053611719
Salmon-bellied Racer,Mastigodryas melanolomus,October,5,0,23,23,research,open,-89.6857178584,20.9969514742
Green Rat Snake,Senticolis triaspis,October,6,0,25,25,research,open,-89.6535407379,21.0230113387
Faded Black-striped Snake,Coniophanes schmidti,October,4,0,62,62,research,open,-89.6535008401,21.0229697151
Peninsula Stripeless Snake,Coniophanes meridanus,October,5,0,8739,8739,research,open,-89.6342922002,21.0232003657
Central American Boa,Boa imperator,October,8,0,605,605,research,open,-89.6192293287,21.0950918162
Faded Black-striped Snake,Coniophanes schmidti,October,6,0,6,6,research,open,-89.652595,21.06715283
Central American Boa,Boa imperator,October,7,0,73,73,research,open,-89.6416896018,21.0819902348
Pygmy Snail Sucker,Geophis sanniolus,October,6,0,?,? ,research,open,-89.674098,21.1168939722
Central American Boa,Boa imperator,October,7,0,?,? ,research,open,-89.6379579722,20.91935
Faded Black-striped Snake,Coniophanes schmidti,October,5,0,20,20,research,open,-89.6565122902,20.989990828
Variable Coralsnake,Micrurus diastema,October,8,0,574,574,research,open,-89.6180934022,21.053395704
Yucatecan Cantil,Agkistrodon russeolus,October,10,1,841,841,research,,-89.5801851338,21.0532129878
Salmon-bellied Racer,Mastigodryas melanolomus,September,3,0,10,10,research,open,-89.7061432153,21.0216709295
Salmon-bellied Racer,Mastigodryas melanolomus,October,4,0,110,110,research,open,-89.2822821927,21.1307060423
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,9,0,160,30472,research,obscured,-89.5140928353,20.5546401977
Red Coffee Snake,Ninia sebae,October,2,0,1447,1447,research,open,-89.5917335898,20.4929069789
Yucatecan Cantil,Agkistrodon russeolus,October,7,0,?,? ,research,,-89.5509966667,20.4454883333
Central American Boa,Boa imperator,October,8,0,32,32,research,open,-89.563705,21.08468883
Pygmy Snail Sucker,Geophis sanniolus,October,5,0,24,24,research,open,-89.56063,21.0848945
Green Rat Snake,Senticolis triaspis,October,7,0,8,8,research,open,-89.58191667,21.09592217
Faded Black-striped Snake,Coniophanes schmidti,October,4,0,4,4,research,open,-90.0148976594,20.8881778847
Blood Snake,Stenorrhina freminvillei,October,6,0,10,10,research,open,-89.9936723337,20.8988825186
Red Coffee Snake,Ninia sebae,October,6,0,135,135,research,open,-90.0393624231,20.8784824455
Red Coffee Snake,Ninia sebae,October,5,0,103,103,research,open,-90.0326089561,20.8810887573
Red Coffee Snake,Ninia sebae,October,5,0,68,68,research,open,-90.0070340931,20.8921459709
Variable Coralsnake,Micrurus diastema,October,7,0,18,18,research,open,-89.6710300818,21.0480985198
Peninsula Stripeless Snake,Coniophanes meridanus,October,4,0,4,4,research,open,-89.605884254,20.9535095105
Yucatecan Dwarf Short-tail Snake,Tantillita canula,October,5,1,15,15,research,open,-89.5697410687,20.9923283229
Central American Boa,Boa imperator,October,7,0,28,28,research,open,-89.6675908193,20.9738652483
Central American Boa,Boa imperator,October,9,0,57,57,research,open,-89.5888072997,20.9788866785
Speckled Racer,Drymobius margaritiferus,October,7,3,3,3,research,open,-90.26543405,20.85381875
Central American Boa,Boa imperator,September,7,0,?,? ,research,open,-88.867875,20.7743766667
,Epictia vindumi,January,6,0,61,61,research,,-89.5163003592,21.0766413242
,Leptodeira frenata yucatanensis,April,6,0,31,31,research,open,-89.2194522057,20.655731091
Chicken Snake,Spilotes pullatus,October,7,1,4,4,research,open,-89.2806697642,20.7488063722
Blood Snake,Stenorrhina freminvillei,December,5,1,15,15,research,open,-89.0170643161,20.1649664396
Central American Ribbon Snake,Thamnophis proximus rutiloris,September,7,0,4,4,research,open,-90.2713966358,20.8534684167
Yucatecan Dwarf Short-tail Snake,Tantillita canula,December,5,0,8,8,research,open,-89.6552229935,21.042281672
Yucatecan Dwarf Short-tail Snake,Tantillita canula,November,6,0,8,8,research,open,-89.6539591536,21.0425632457
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,11,0,322,30472,research,obscured,-88.60384679,20.5269769576
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,9,0,5648,30472,research,obscured,-88.7239188084,20.5994860288
Faded Black-striped Snake,Coniophanes schmidti,September,4,0,?,? ,research,open,-89.7043129722,21.1307749722
Green Rat Snake,Senticolis triaspis,September,6,0,?,? ,research,open,-89.7133709722,21.0990649722
Salmon-bellied Racer,Mastigodryas melanolomus,September,5,0,97,97,research,open,-89.5781874284,21.0009952424
Yucatecan Worm Snake,Amerotyphlops microstomus,September,5,0,12,12,research,open,-89.6460402757,20.9863155185
Central American Boa,Boa imperator,September,7,0,?,? ,research,open,-89.6405139722,21.00053
Central American Boa,Boa imperator,September,7,0,?,? ,research,open,-89.652838,20.9836039722
Peninsula Stripeless Snake,Coniophanes meridanus,September,5,0,39,39,research,open,-89.6088497713,20.9262979328
Central American Boa,Boa imperator,September,8,0,71,71,research,open,-89.6100182086,20.9308534243
Faded Black-striped Snake,Coniophanes schmidti,October,5,0,114,114,research,open,-88.8156960905,20.6298059082
Terrestrial Snail Sucker,Geophis sartorii,October,5,0,64,64,research,open,-88.8165849075,20.6091664542
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,8,0,19,30396,research,obscured,-89.387357905,21.3280160665
Variable Coralsnake,Micrurus diastema,September,5,0,401,401,research,open,-89.2381336445,19.8944045444
Central American Boa,Boa imperator,October,5,2,7331,7331,casual,open,-89.5984198339,20.9614946201
Central American Boa,Boa imperator,October,6,1,3614,3614,research,open,-89.5212733001,21.0872858058
Yucatán Parrot Snake,Leptophis mexicanus yucatanensis,June,3,0,2023,2023,research,open,-89.6130555,21.1327777
Variable Coralsnake,Micrurus diastema,October,7,0,2435,2435,research,open,-89.5195181,21.0749983
Faded Black-striped Snake,Coniophanes schmidti,September,6,0,144,30415,research,open,-89.7246803405,21.1035760942
Chicken Snake,Spilotes pullatus,September,8,0,64,64,research,open,-89.5229618958,21.1028517986
Central American Boa,Boa imperator,September,9,0,4,4,research,open,-89.5865613468,21.0239477634
Green Rat Snake,Senticolis triaspis,November,4,0,4,4,research,open,-89.3169911705,20.2178235923
Brahminy Blindsnake,Indotyphlops braminus,September,3,0,108,108,research,,-89.6531018615,21.0317329364
Yucatán Hognose Viper,Porthidium yucatanicum,September,8,1,5606,5606,research,open,-89.5438710731,20.3412108129
Salmon-bellied Racer,Mastigodryas melanolomus,August,4,0,101,101,research,open,-89.6011703618,21.0233205084
Snakes,Serpentes,September,1,0,4874,4874,needs_id,,-89.7666632241,21.0198859328
Snakes,Serpentes,September,1,0,4874,4874,needs_id,,-89.7666632241,21.0198859328
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,7,0,122,30434,research,obscured,-89.5270382704,20.8810277111
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,8,0,122,30434,research,obscured,-89.5631607758,20.9079642134
Central American Boa,Boa imperator,September,6,0,8,8,research,open,-89.60331667,21.0663695
Blood Snake,Stenorrhina freminvillei,September,2,0,60,60,research,open,-89.6158367372,21.0553552925
Variable Coralsnake,Micrurus diastema,September,7,2,866,866,research,open,-89.6284678432,21.2732501723
Yucatecan Dwarf Short-tail Snake,Tantillita canula,September,4,0,322,322,research,open,-89.6186828207,21.0435565469
Colubrid Snakes,Colubridae,September,1,0,1743,1743,needs_id,,-89.7673503602,21.0406359691
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,11,0,160,30415,research,obscured,-89.6743633443,21.0710887912
Black-striped Snake,Coniophanes imperialis,June,5,0,575,575,research,open,-89.3932692334,21.3005449146
Central American Boa,Boa imperator,September,7,0,488,488,research,open,-89.6698575446,21.1674637773
Central American Boa,Boa imperator,September,7,0,488,488,research,open,-89.6698575446,21.1674637773
Central American Boa,Boa imperator,September,7,0,488,488,research,open,-89.6698575446,21.1674637773
Salmon-bellied Racer,Mastigodryas melanolomus,September,6,0,488,488,research,open,-89.6698575446,21.1674637773
Yucatecan Worm Snake,Amerotyphlops microstomus,September,5,0,488,488,research,open,-89.6698575446,21.1674637773
Central American Boa,Boa imperator,September,8,0,488,488,research,open,-89.6698575446,21.1674637773
,Conophis lineatus concolor,September,6,0,2029,2029,research,open,-89.6563687617,21.0822457154
Central American Boa,Boa imperator,September,8,0,4,4,research,open,-89.594155,21.1131055
Central American Boa,Boa imperator,September,8,0,68,68,research,open,-89.6024555027,21.069882888
Salmon-bellied Racer,Mastigodryas melanolomus,September,4,0,64,64,research,open,-89.5981840959,21.0722552842
Salmon-bellied Racer,Mastigodryas melanolomus,September,4,0,50,50,research,open,-89.5911585075,21.056365748
Mexican Parrot Snake,Leptophis mexicanus,September,5,2,174703,174703,research,open,-89.5238213586,21.3441617657
Variable Coralsnake,Micrurus diastema,September,7,1,991,991,research,open,-89.6292166942,21.2733356785
Central American Boa,Boa imperator,September,6,0,971,971,research,open,-89.6709863406,21.1638443246
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,September,9,0,971,30415,research,obscured,-89.7548049322,21.0740128926
,Conophis lineatus concolor,September,4,0,971,971,research,open,-89.6709863406,21.1638443246
Central American Boa,Boa imperator,September,7,0,971,971,research,open,-89.6709863406,21.1638443246
,Geophis sanniolus sanniolus,September,5,0,971,971,research,,-89.6709863406,21.1638443246
Yucatán Green Ratsnake,Senticolis triaspis triaspis,September,6,0,971,971,research,open,-89.6709863406,21.1638443246
Salmon-bellied Racer,Mastigodryas melanolomus,September,4,0,31,31,research,open,-89.5277581904,21.0653553309
Faded Black-striped Snake,Coniophanes schmidti,September,4,0,1111,1111,research,open,-89.6386003735,21.0101222253
Central American Boa,Boa imperator,September,9,0,138,138,research,open,-89.626405505,21.1039002661
North American Racer,Coluber constrictor,Unknown,0,0,80788,80788,casual,open,-89.6133951098,20.9786957169
Central American Boa,Boa imperator,Unknown,2,0,?,? ,casual,open,-89.715533,21.097604
Yucatan Rat Snake,Pseudelaphe phaescens,June,5,0,?,? ,research,open,-89.6463888889,21.135
Blood Snake,Stenorrhina freminvillei,February,2,0,?,? ,research,open,-89.7241666667,21.1225
Central American Indigo Snake,Drymarchon melanurus,February,4,0,?,? ,research,open,-89.7144444444,21.1283333333
Blood Snake,Stenorrhina freminvillei,Unknown,1,0,?,? ,casual,open,-89.7102508,21.13147562
Yucatan Rat Snake,Pseudelaphe phaescens,August,4,0,?,? ,research,open,-89.70790916,21.13121548
Black-striped Snake,Coniophanes imperialis,Unknown,1,0,?,? ,casual,open,-89.66275643,21.12903064
Central American Indigo Snake,Drymarchon melanurus,Unknown,3,0,?,? ,casual,open,-89.67416395,21.12748826
Green Vine Snake,Oxybelis fulgidus,May,6,0,?,? ,research,open,-89.715,21.1122222222
Mexican Parrot Snake,Leptophis mexicanus,May,2,0,?,? ,research,open,-89.6952777778,21.1294444444
Salmon-bellied Racer,Mastigodryas melanolomus,July,2,0,?,? ,research,open,-89.71228498,21.1306931
Central American Indigo Snake,Drymarchon melanurus,Unknown,1,0,?,? ,casual,open,-89.70557541,21.13085437
Yucatan Rat Snake,Pseudelaphe phaescens,June,3,0,?,? ,research,open,-89.71804765,21.12500418
Terrestrial Snail Sucker,Geophis sartorii,June,4,0,?,? ,research,open,-89.7119144,21.13098932
Central American Milksnake,Lampropeltis abnorma,June,8,0,?,? ,research,open,-89.77504986,21.13561033
Central American Boa,Boa imperator,October,6,0,?,? ,research,open,-89.67798168,21.12842118
Road Guarder,Conophis lineatus,November,3,0,?,? ,research,open,-89.73472151,21.12449157
Mexican Parrot Snake,Leptophis mexicanus,October,5,0,?,? ,research,open,-89.69682586,21.12970616
Variable Coralsnake,Micrurus diastema,October,6,0,?,? ,research,open,-89.69803961,21.12982102
Central American Indigo Snake,Drymarchon melanurus,August,6,0,?,? ,research,open,-89.73383818,21.12399609
Central American Boa,Boa imperator,September,6,0,?,? ,research,open,-89.73885089,21.12581101
Chicken Snake,Spilotes pullatus,August,4,0,?,? ,research,open,-89.73251203,21.12325925
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,9,0,?,30415,research,obscured,-89.7867947395,21.1162194468
Variable Coralsnake,Micrurus diastema,May,6,0,?,? ,research,open,-89.7193708,21.12368957
Central American Boa,Boa imperator,May,7,0,?,? ,research,open,-89.68195263,21.12880289
,Conophis lineatus concolor,April,1,0,?,? ,research,open,-89.73033957,21.12270195
Salmon-bellied Racer,Mastigodryas melanolomus,June,2,0,?,? ,research,open,-89.72126696,21.12238781
Central American Boa,Boa imperator,June,5,0,?,? ,research,open,-89.73365336,21.12384585
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,June,3,0,?,? ,research,open,-89.7133366,21.12959674
,Oxybelis potosiensis,June,4,1,?,? ,research,,-89.71214847,21.13083948
Mexican Parrot Snake,Leptophis mexicanus,June,2,0,?,? ,research,open,-89.73688019,21.12521599
Yucatán Blunt-headed Tree Snake,Imantodes tenuissimus,June,3,0,?,? ,research,open,-89.71097202,21.13148427
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,October,9,0,?,30415,research,obscured,-89.6965155737,21.0898384042
Chicken Snake,Spilotes pullatus,January,5,0,?,? ,research,open,-89.6397222222,21.1116666667
Central American Indigo Snake,Drymarchon melanurus,October,5,0,?,? ,research,open,-89.72,21.1208333333
Salmon-bellied Racer,Mastigodryas melanolomus,September,4,0,?,? ,research,open,-89.7088888889,21.1144444444
Central American Boa,Boa imperator,August,4,0,?,? ,research,open,-89.6863888889,21.1291666667
Green Rat Snake,Senticolis triaspis,August,5,0,?,? ,research,open,-89.7147222222,21.1283333333
Central American Boa,Boa imperator,July,5,0,?,? ,research,open,-89.74,21.1261111111
Salmon-bellied Racer,Mastigodryas melanolomus,July,4,0,?,? ,research,open,-89.6438888889,21.1322222222
Central American Milksnake,Lampropeltis abnorma,July,5,0,?,? ,research,open,-89.6408333333,21.1166666667
Central American Indigo Snake,Drymarchon melanurus,July,5,0,?,? ,research,open,-89.6863888889,21.1288888889
Central American Boa,Boa imperator,September,7,0,106,106,research,open,-89.6288285376,21.0932009861
Yucatecan Cantil,Agkistrodon russeolus,September,9,0,22,22,research,,-89.2798846998,21.1291539532
,Epictia vindumi,September,3,0,1008,1008,research,,-89.6621380692,21.0827682116
Faded Black-striped Snake,Coniophanes schmidti,August,6,0,914,914,research,open,-89.0566918999,20.5811153106
Variable Coralsnake,Micrurus diastema,August,9,0,113,113,research,open,-89.618449496,21.0435918556
Brahminy Blindsnake,Indotyphlops braminus,August,4,0,357,357,research,,-89.6031870194,20.978983254
Central American Boa,Boa imperator,August,8,0,138,138,research,open,-89.6628241986,21.0671936506
Mexican Parrot Snake,Leptophis mexicanus,Unknown,5,0,17,17,research,open,-90.0303773582,20.4279996917
Salmon-bellied Racer,Mastigodryas melanolomus,August,5,0,81,81,research,open,-89.6179125352,21.0971411622
Brahminy Blindsnake,Indotyphlops braminus,August,4,0,648,648,research,,-89.6462972371,21.0036723182
Colubrid Snakes,Colubridae,Unknown,0,0,136079,136079,casual,,-89.5887291804,21.004122757
Variable Coralsnake,Micrurus diastema,August,7,1,374,374,research,open,-89.6698701567,21.1625636056
Central American Boa,Boa imperator,August,10,0,374,374,research,open,-89.6698701567,21.1625636056
Mexican Parrot Snake,Leptophis mexicanus,August,8,0,374,374,research,open,-89.6698701567,21.1625636056
Yucatán Neotropical Rattlesnake,Crotalus tzabcan,August,12,0,374,30415,research,obscured,-89.6759943246,21.1181349552
Chicken Snake,Spilotes pullatus,August,11,0,374,374,research,open,-89.6698701567,21.1625636056
Central American Boa,Boa imperator,August,1,0,?,? ,research,open,-89.5341883333,20.2997
